2017-10-10 04:20:04 INFO  LibClient:30 - 51093 : Connected to server: /127.0.0.1
@2017-10-10 04:20:04 INFO  LibClient:31 - 51093 : Connected to portid: 51093
@2017-10-10 05:07:51 INFO  LibClient:30 - 51241 : Connected to server: /127.0.0.1
@2017-10-10 05:07:51 INFO  LibClient:31 - 51241 : Connected to portid: 51241
@2017-10-10 05:18:40 INFO  LibClient:30 - 51291 : Connected to server: /127.0.0.1
@2017-10-10 05:18:40 INFO  LibClient:31 - 51291 : Connected to portid: 51291
@2017-10-10 17:48:03 INFO  LibClient:30 - 51657 : Connected to server: /127.0.0.1
@2017-10-10 17:48:03 INFO  LibClient:31 - 51657 : Connected to portid: 51657
@2017-10-10 17:48:39 INFO  LibClient:30 - 51658 : Connected to server: /127.0.0.1
@2017-10-10 17:48:39 INFO  LibClient:31 - 51658 : Connected to portid: 51658
@2017-10-10 19:45:35 INFO  UnivClient:30 - 51795 : Connected to server: /127.0.0.1
@2017-10-10 19:45:35 INFO  UnivClient:31 - 51795 : Connected to portid: 51795
@2017-10-10 19:53:19 INFO  UnivClient:30 - 51804 : Connected to server: /127.0.0.1
@2017-10-10 19:53:19 INFO  UnivClient:31 - 51804 : Connected to portid: 51804
@2017-10-10 19:53:27 INFO  UnivClient:30 - 51805 : Connected to server: /127.0.0.1
@2017-10-10 19:53:27 INFO  UnivClient:31 - 51805 : Connected to portid: 51805
@2017-10-10 19:56:18 INFO  UnivClient:30 - 51819 : Connected to server: /127.0.0.1
@2017-10-10 19:56:18 INFO  UnivClient:31 - 51819 : Connected to portid: 51819
@2017-10-10 19:56:55 INFO  UnivClient:30 - 51822 : Connected to server: /127.0.0.1
@2017-10-10 19:56:55 INFO  UnivClient:31 - 51822 : Connected to portid: 51822
@2017-10-10 20:01:14 INFO  UnivClient:30 - 51845 : Connected to server: /127.0.0.1
@2017-10-10 20:01:14 INFO  UnivClient:31 - 51845 : Connected to portid: 51845
@2017-10-10 20:03:00 INFO  UnivClient:30 - 51846 : Connected to server: /127.0.0.1
@2017-10-10 20:03:00 INFO  UnivClient:31 - 51846 : Connected to portid: 51846
@2017-10-10 20:04:12 INFO  UnivClient:30 - 51848 : Connected to server: /127.0.0.1
@2017-10-10 20:04:12 INFO  UnivClient:31 - 51848 : Connected to portid: 51848
@2017-10-10 20:05:11 INFO  UnivClient:30 - 51849 : Connected to server: /127.0.0.1
@2017-10-10 20:05:11 INFO  UnivClient:31 - 51849 : Connected to portid: 51849
@2017-10-10 20:08:56 INFO  UnivClient:30 - 51859 : Connected to server: /127.0.0.1
@2017-10-10 20:08:56 INFO  UnivClient:31 - 51859 : Connected to portid: 51859
@2017-10-10 20:34:32 INFO  UnivClient:41 - Class: UnivClient  : Exception thrown : Connection refused: connect 

@2017-10-10 20:34:51 INFO  UnivClient:41 - Class: UnivClient  : Exception thrown : Connection refused: connect 

@2017-10-10 20:35:19 INFO  UnivClient:41 - Class: UnivClient  : Exception thrown : Connection refused: connect 

@2017-10-10 20:36:42 INFO  UnivClient:30 - 51901 : Connected to server: /127.0.0.1
@2017-10-10 20:36:42 INFO  UnivClient:31 - 51901 : Connected to portid: 51901
@2017-10-10 21:30:59 INFO  UnivClient:41 - Class: UnivClient  : Exception thrown : Connection refused: connect 

@2017-10-10 21:32:00 INFO  UnivClient:41 - Class: UnivClient  : Exception thrown : Connection refused: connect 

@2017-10-10 21:32:10 INFO  UnivClient:41 - Class: UnivClient  : Exception thrown : Connection refused: connect 

@2017-10-10 21:32:44 INFO  UnivClient:30 - 52020 : Connected to server: /127.0.0.1
@2017-10-10 21:32:44 INFO  UnivClient:31 - 52020 : Connected to portid: 52020
@2017-10-10 21:35:00 INFO  UnivClient:30 - 52022 : Connected to server: /127.0.0.1
@2017-10-10 21:35:00 INFO  UnivClient:31 - 52022 : Connected to portid: 52022
@2017-10-10 21:36:12 INFO  UnivClient:41 - Class: UnivClient  : Exception thrown : Connection refused: connect 

@2017-10-10 21:42:35 INFO  UnivClient:41 - Class: UnivClient  : Exception thrown : Connection refused: connect 

@2017-10-10 21:50:40 INFO  UnivClient:41 - Class: UnivClient  : Exception thrown : Connection refused: connect 

@2017-10-10 21:53:19 INFO  UnivClient:41 - Class: UnivClient  : Exception thrown : Connection refused: connect 

@2017-10-10 22:04:22 INFO  UnivClient:30 - 52110 : Connected to server: /127.0.0.1
@2017-10-10 22:04:22 INFO  UnivClient:31 - 52110 : Connected to portid: 52110
@2017-10-10 22:07:17 INFO  UnivClient:41 - Class: UnivClient  : Exception thrown : Connection refused: connect 

@2017-10-10 22:08:19 INFO  UnivClient:30 - 52121 : Connected to server: /127.0.0.1
@2017-10-10 22:08:19 INFO  UnivClient:31 - 52121 : Connected to portid: 52121
@2017-10-10 22:08:19 INFO  ServerThread:52 - Class: ServerThread: Server Thread Running__52121
@2017-10-10 22:10:14 INFO  ServerThread:52 - Class: ServerThread: Server Thread Running__52131
@2017-10-10 22:10:14 INFO  UnivClient:30 - 52131 : Connected to server: /127.0.0.1
@2017-10-10 22:10:14 INFO  UnivClient:31 - 52131 : Connected to portid: 52131
@2017-10-11 01:51:16 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 01:51:28 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 01:51:28 INFO  ServerThread:52 - Class: ServerThread: Server Thread Running__50361
@2017-10-11 01:51:28 INFO  UnivClient:30 - 50361 : Connected to server: /127.0.0.1
@2017-10-11 01:51:28 INFO  UnivClient:31 - 50361 : Connected to portid: 50361
@2017-10-11 01:53:51 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 01:54:07 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 01:54:07 INFO  ServerThread:52 - Class: ServerThread: Server Thread Running__50451
@2017-10-11 01:54:07 INFO  UnivClient:30 - 50451 : Connected to server: /127.0.0.1
@2017-10-11 01:54:07 INFO  UnivClient:31 - 50451 : Connected to portid: 50451
@2017-10-11 01:58:02 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 01:58:02 INFO  ServerThread:52 - Class: ServerThread: Server Thread Running__50638
@2017-10-11 01:58:02 INFO  UnivClient:30 - 50638 : Connected to server: /127.0.0.1
@2017-10-11 01:58:02 INFO  UnivClient:31 - 50638 : Connected to portid: 50638
@2017-10-11 01:59:06 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 01:59:06 INFO  ServerThread:52 - Class: ServerThread: Server Thread Running__50730
@2017-10-11 01:59:06 INFO  UnivClient:30 - 50730 : Connected to server: /127.0.0.1
@2017-10-11 01:59:06 INFO  UnivClient:31 - 50730 : Connected to portid: 50730
@2017-10-11 02:00:20 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 02:00:20 INFO  ServerThread:52 - Class: ServerThread: Server Thread Running__50796
@2017-10-11 02:00:20 INFO  UnivClient:30 - 50796 : Connected to server: /127.0.0.1
@2017-10-11 02:00:20 INFO  UnivClient:31 - 50796 : Connected to portid: 50796
@2017-10-11 02:06:17 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 02:06:17 INFO  ServerThread:52 - Class: ServerThread: Server Thread Running__50823
@2017-10-11 02:38:50 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 02:38:50 INFO  ServerThread:52 - Class: ServerThread: Server Thread Running__51193
@2017-10-11 02:38:50 INFO  UnivClient:30 - 51193 : Connected to server: /127.0.0.1
@2017-10-11 02:38:50 INFO  UnivClient:31 - 51193 : Connected to portid: 51193
@2017-10-11 02:40:11 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 02:40:11 INFO  ServerThread:52 - Class: ServerThread: Server Thread Running__51194
@2017-10-11 02:40:11 INFO  UnivClient:30 - 51194 : Connected to server: /127.0.0.1
@2017-10-11 02:40:11 INFO  UnivClient:31 - 51194 : Connected to portid: 51194
@2017-10-11 02:57:55 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 02:58:07 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 02:58:07 INFO  ServerThread:52 - Class: ServerThread: Server Thread Running__51518
@2017-10-11 02:58:07 INFO  UnivClient:30 - 51518 : Connected to server: /127.0.0.1
@2017-10-11 02:58:07 INFO  UnivClient:31 - 51518 : Connected to portid: 51518
@2017-10-11 03:22:25 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 03:22:42 INFO  UnivClient:30 - 49718 : Connected to server: /127.0.0.1
@2017-10-11 03:22:42 INFO  UnivClient:31 - 49718 : Connected to portid: 49718
@2017-10-11 03:22:42 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 03:22:42 INFO  ServerThread:52 - Class: ServerThread: Server Thread Running__49718
@2017-10-11 03:24:46 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 03:24:46 INFO  ServerThread:52 - Class: ServerThread: Server Thread Running__49730
@2017-10-11 03:24:46 INFO  UnivClient:30 - 49730 : Connected to server: /127.0.0.1
@2017-10-11 03:24:46 INFO  UnivClient:31 - 49730 : Connected to portid: 49730
@2017-10-11 03:27:46 INFO  UnivClient:30 - 49742 : Connected to server: /127.0.0.1
@2017-10-11 03:27:46 INFO  UnivClient:31 - 49742 : Connected to portid: 49742
@2017-10-11 03:30:01 INFO  UnivClient:30 - 49746 : Connected to server: /127.0.0.1
@2017-10-11 03:30:01 INFO  UnivClient:31 - 49746 : Connected to portid: 49746
@2017-10-11 03:36:25 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 03:38:44 INFO  UnivClient:30 - 49802 : Connected to server: /127.0.0.1
@2017-10-11 03:38:44 INFO  UnivClient:31 - 49802 : Connected to portid: 49802
@2017-10-11 03:38:44 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 03:38:44 INFO  ServerThread:52 - Class: ServerThread: Server Thread Running__49802
@2017-10-11 04:12:05 INFO  ServerThread:59 - Class: ServerThread: Exception thrown : Connection reset 

@2017-10-11 04:35:57 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 04:35:57 INFO  ServerThread:52 - Class: ServerThread: Server Thread Running__49931
@2017-10-11 04:35:57 INFO  UnivClient:30 - 49931 : Connected to server: /127.0.0.1
@2017-10-11 04:35:57 INFO  UnivClient:31 - 49931 : Connected to portid: 49931
@2017-10-11 04:40:56 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 04:40:56 INFO  ServerThread:52 - Class: ServerThread: Server Thread Running__49947
@2017-10-11 04:40:56 INFO  UnivClient:30 - 49947 : Connected to server: /127.0.0.1
@2017-10-11 04:40:56 INFO  UnivClient:31 - 49947 : Connected to portid: 49947
@2017-10-11 04:44:49 INFO  UnivServer:56 - Waiting for a client ...
@2017-10-11 04:44:49 INFO  ServerThread:52 - Class: ServerThread: Server Thread Running__49950
@2017-10-11 04:44:49 INFO  UnivClient:30 - 49950 : Connected to server: /127.0.0.1
@2017-10-11 04:44:49 INFO  UnivClient:31 - 49950 : Connected to portid: 49950
